Vigo County,"107,693","55,633
51.66%","51,650
47.96%",
Wabash County,"31,631","13,567
42.89%","12,612
39.87%",
Warren County,"8,247","3,835
46.50%","3,611
43.79%",
Warrick County,"61,928","41,423
66.89%","39,138
63.20%",
Washington County,"27,827","13,332
47.91%","12,444
44.72%",
Wayne County,"66,613","33,735
50.64%","31,471
47.24%",
Wells County,"27,947","12,627
45.18%","11,760
42.08%",
White County,"24,217","12,761
52.69%","11,967
49.42%",
Whitley County,"33,649","15,862
47.14%","15,003
44.59%",
Adair County,"7,124","3,802
53.37%","3,523
49.45%",Iowa
Adams County,"3,726","2,152
57.76%","2,025
54.35%",
Allamakee County,"13,880","8,104
58.39%","7,294
52.55%",
Appanoose County,"12,510","6,358
50.82%","5,880
47.00%",
Audubon County,"5,637","3,332
59.11%","3,197
56.71%",
Benton County,"25,626","16,057
62.66%","14,947
58.33%",
Black Hawk County,"133,009","85,269
64.11%","78,679
59.15%",
Boone County,"26,399","18,087
68.51%","16,894
63.99%",
Bremer County,"24,782","15,920
64.24%","14,961
60.37%",
Buchanan County,"21,125","12,062
57.10%","11,325
53.61%",
Buena Vista County,"20,260","14,423
71.19%","13,273
65.51%",
Butler County,"14,735","8,743
59.33%","8,275
56.16%",
Calhoun County,"9,780","6,091
62.28%","5,744
58.73%",
Carroll County,"20,344","13,127
64.53%","12,442
61.16%",
Cass County,"13,191","7,976
60.47%","7,448
56.46%",
Cedar County,"18,445","11,898
64.51%","11,164
60.53%",
Cerro Gordo County,"42,984","28,900
67.23%","26,732
62.19%",
Cherokee County,"11,468","6,400
55.81%","5,940
51.80%",
Chickasaw County,"12,099","6,944
57.39%","6,536
54.02%",
Clarke County,"9,282","5,532
59.60%","5,140
55.38%",
Clay County,"16,313","9,003
55.19%","8,287
50.80%",
Clayton County,"17,672","9,060
51.27%","8,376
47.40%",
Clinton County,"47,218","27,962
59.22%","25,284
53.55%",
Crawford County,"17,132","9,778
57.07%","9,053
52.84%",
Dallas County,"84,002","67,412
80.25%","62,310
74.18%",
Davis County,"8,885","3,509
39.49%","3,298
37.12%",
Decatur County,"8,044","3,559
44.24%","3,208
39.88%",
Delaware County,"17,258","9,781
56.68%","9,252
53.61%",
Des Moines County,"39,600","21,870
55.23%","20,045
50.62%",
Dickinson County,"17,056","11,101
65.09%","10,001
58.64%",
Dubuque County,"96,802","66,864
69.07%","62,486
64.55%",
Emmet County,"9,551","5,209
54.54%","4,816
50.42%",
Fayette County,"19,929","11,377
57.09%","10,679
53.59%",
Floyd County,"15,858","8,832
55.69%","8,269
52.14%",
Franklin County,"10,245","5,867
57.27%","5,488
53.57%",
Fremont County,"6,968","4,065
58.34%","3,645
52.31%",
Greene County,"9,003","5,485
60.92%","5,158
57.29%",
Grundy County,"12,341","8,003
64.85%","7,580
61.42%",
Guthrie County,"10,674","6,651
62.31%","6,214
58.22%",
Hamilton County,"15,110","10,042
66.46%","9,368
62.00%",
Hancock County,"10,888","5,610
51.52%","5,271
48.41%",
Hardin County,"17,127","10,013
58.46%","9,438
55.11%",
Harrison County,"14,143","8,259
58.40%","7,281
51.48%",
Henry County,"19,926","11,555
57.99%","10,707
53.73%",
Howard County,"9,264","5,089
54.93%","4,714
50.89%",
Humboldt County,"9,566","5,081
53.12%","4,764
49.80%",
Ida County,"6,916","3,616
52.28%","3,345
48.37%",
Iowa County,"16,207","10,796
66.61%","10,140
62.57%",
Jackson County,"19,395","10,852
55.95%","10,295
53.08%",
Jasper County,"36,891","23,306
63.18%","21,721
58.88%",
Jefferson County,"18,077","9,619
53.21%","8,766
48.49%",
Johnson County,"147,001","120,919
82.26%","109,234
74.31%",
Jones County,"20,568","12,836
62.41%","12,082
58.74%",
Keokuk County,"10,200","5,106
50.06%","4,753
46.60%",
Kossuth County,"15,075","8,248
54.71%","7,687
50.99%",
Lee County,"34,541","18,925
54.79%","17,129
49.59%",
Linn County,"222,121","163,105
73.43%","150,604
67.80%",
Louisa County,"11,223","6,276
55.92%","5,824
51.89%",
Lucas County,"8,597","4,140
48.16%","3,885
45.19%",
Lyon County,"11,769","5,501
46.74%","4,843
41.15%",
Madison County,"15,890","9,496
59.76%","8,808
55.43%",
Mahaska County,"22,208","10,576
47.62%","9,768
43.98%",
Marion County,"33,207","18,959
57.09%","17,580
52.94%",
Marshall County,"40,271","28,200
70.03%","25,885
64.28%",
Mills County,"14,957","9,787
65.43%","8,488
56.75%",
Mitchell County,"10,631","5,425
51.03%","5,154
48.48%",
Monona County,"8,796","4,934
56.09%","4,630
52.64%",
Monroe County,"7,863","3,787
48.16%","3,565
45.34%",
Montgomery County,"10,155","6,208
61.13%","5,582
54.97%",
Muscatine County,"42,950","28,300
65.89%","25,861
60.21%",
O'Brien County,"13,911","7,335
52.73%","6,902
49.62%",
Osceola County,"6,115","2,864
46.84%","2,682
43.86%",
Page County,"15,363","8,787
57.20%","8,038
52.32%",
Palo Alto County,"9,055","4,812
53.14%","4,513
49.84%",
Plymouth County,"25,039","14,174
56.61%","13,189
52.67%",
Pocahontas County,"6,898","3,710
53.78%","3,442
49.90%",
Polk County,"474,274","363,029
76.54%","330,336
69.65%",
Pottawattamie County,"93,503","61,160
65.41%","53,376
57.08%",
Poweshiek County,"18,605","12,018
64.60%","10,796
58.03%",
Ringgold County,"4,984","2,728
54.74%","2,560
51.36%",
Sac County,"9,868","5,434
55.07%","5,117
51.85%",
Scott County,"172,288","123,226
71.52%","104,813
60.84%",
Shelby County,"11,694","7,254
62.03%","6,756
57.77%",
Sioux County,"34,825","15,645
44.92%","14,506
41.65%",
Story County,"96,922","66,277
68.38%","61,162
63.10%",
Tama County,"17,136","11,331
66.12%","10,536
61.48%",
Taylor County,"6,201","3,048
49.15%","2,867
46.23%",
Union County,"12,453","6,748
54.19%","6,260
50.27%",
Van Buren County,"7,223","3,160
43.75%","2,955
40.91%",
Wapello County,"35,315","18,744
53.08%","17,411
49.30%",
Warren County,"49,361","33,262
67.39%","30,760
62.32%",
Washington County,"22,143","13,443
60.71%","12,407
56.03%",
Wayne County,"6,413","2,897
45.17%","2,698
42.07%",
Webster County,"36,757","22,369
60.86%","20,630
56.13%",
Winnebago County,"10,571","5,814
55.00%","5,389
50.98%",
Winneshiek County,"20,401","13,363
65.50%","12,419
60.87%",
Woodbury County,"102,398","65,033
63.51%","57,992
56.63%",
Worth County,"7,489","4,069
54.33%","3,827
51.10%",
Wright County,"12,804","7,718
60.28%","7,193
56.18%",
Allen County,"12,630","6,448
51.05%","5,698
45.11%",Kansas
Anderson County,"7,852","3,810
48.52%","3,388
43.15%",
Atchison County,"16,363","8,647
52.84%","7,457
45.57%",
Barber County,"4,733","2,325
49.12%","2,074
43.82%",
Barton County,"26,791","12,311
45.95%","11,115
41.49%",
Bourbon County,"14,702","5,949
40.46%","5,331
36.26%",
Brown County,"9,664","6,493
67.19%","5,815
60.17%",
Butler County,"66,468","37,576
56.53%","32,461
48.84%",
Chase County,"2,645","1,348
50.96%","1,222
46.20%",
Chautauqua County,"3,367","1,553
46.12%","1,340
39.80%",
Cherokee County,"20,331","10,824
53.24%","9,090
44.71%",
Cheyenne County,"2,677","1,341
50.09%","1,215
45.39%",
Clark County,"2,053","1,009
49.15%","922
44.91%",
Clay County,"8,142","5,361
65.84%","4,820
59.20%",
Cloud County,"9,060","4,729
52.20%","4,192
46.27%",
Coffey County,"8,296","4,839
58.33%","4,356
52.51%",
Comanche County,"1,780","861
48.37%","778
43.71%",
Cowley County,"35,591","19,292
54.20%","16,783
47.16%",
Crawford County,"39,108","20,594
52.66%","18,216
46.58%",
Decatur County,"2,881","1,216
42.21%","1,139
39.53%",
Dickinson County,"19,004","12,085
63.59%","10,364
54.54%",
Doniphan County,"7,736","4,200
54.29%","3,658
47.29%",
Douglas County,"119,319","98,788
82.79%","74,966
62.83%",
Edwards County,"2,925","1,464
50.05%","1,356
46.36%",
Elk County,"2,562","960
37.47%","856
33.41%",
Ellis County,"28,878","16,397
56.78%","14,157
49.02%",
Ellsworth County,"6,293","3,626
57.62%","3,441
54.68%",
Finney County,"36,957","22,660
61.31%","16,991
45.98%",
Ford County,"34,484","17,761
51.51%","15,071
43.70%",
Franklin County,"25,563","14,910
58.33%","13,030
50.97%",
Geary County,"34,895","37,038
106.14%","28,239
80.93%",
Gove County,"2,619","1,412
53.91%","1,267
48.38%",
Graham County,"2,545","1,296
50.92%","1,219
47.90%",
Grant County,"7,616","3,757
49.33%","3,393
44.55%",
Gray County,"6,037","3,076
50.95%","2,742
45.42%",
Greeley County,"1,200","676
56.33%","632
52.67%",
Greenwood County,"6,156","3,229
52.45%","2,953
47.97%",
Hamilton County,"2,616","1,212
46.33%","1,048
40.06%",
Harper County,"5,673","2,869
50.57%","2,616
46.11%",
Harvey County,"34,555","18,209
52.70%","15,988
46.27%",
Haskell County,"4,047","1,754
43.34%","1,550
38.30%",
Hodgeman County,"1,842","886
48.10%","799
43.38%",
Jackson County,"13,318","9,303
69.85%","8,418
63.21%",
Jefferson County,"18,888","11,698
61.93%","10,329
54.69%",
Jewell County,"2,916","1,443
49.49%","1,340
45.95%",
Johnson County,"585,502","568,262
97.06%","450,464
76.94%",
Kearny County,"3,932","2,372
60.33%","2,048
52.09%",
Kingman County,"7,470","3,728
49.91%","3,352
44.87%",
Kiowa County,"2,526","1,394
55.19%","1,264
50.04%",
Labette County,"20,367","10,821
53.13%","9,665
47.45%",
Lane County,"1,642","715
43.54%","658
40.07%",
Leavenworth County,"80,042","57,343
71.64%","47,782
59.70%",
Lincoln County,"3,097","1,405
45.37%","1,298
41.91%",
Linn County,"9,635","3,826
39.71%","3,422
35.52%",
Logan County,"2,810","1,436
51.10%","1,307
46.51%",
Lyon County,"33,299","21,253
63.82%","19,022
57.12%",
McPherson County,"28,630","17,524
61.21%","15,807
55.21%",
Marion County,"12,032","6,545
54.40%","5,808
48.27%",
Marshall County,"9,798","6,785
69.25%","6,241
63.70%",
Meade County,"4,261","2,113
49.59%","1,625
38.14%",
Miami County,"33,127","18,473
55.76%","16,212
48.94%",
Mitchell County,"6,222","3,342
53.71%","3,192
51.30%",
Montgomery County,"32,970","16,794
50.94%","14,517
44.03%",
Morris County,"5,566","3,454
62.06%","3,133
56.29%",
Morton County,"2,838","1,235
43.52%","1,078
37.98%",
Nemaha County,"10,104","5,930
58.69%","5,540
54.83%",
Neosho County,"16,125","5,408
33.54%","4,409
27.34%",
Ness County,"2,955","1,617
54.72%","1,437
48.63%",
Norton County,"5,486","2,902
52.90%","2,828
51.55%",
Osage County,"15,882","9,045
56.95%","8,124
51.15%",
Osborne County,"3,603","1,559
43.27%","1,429
39.66%",
Ottawa County,"5,902","2,899
49.12%","2,506
42.46%",
Pawnee County,"6,709","3,715
55.37%","3,445
51.35%",
Phillips County,"5,408","2,468
45.64%","2,254
41.68%",
Pottawatomie County,"23,545","11,294
47.97%","10,006
42.50%",
Pratt County,"9,582","5,120
53.43%","4,482
46.78%",
Rawlins County,"2,509","1,169
46.59%","1,087
43.32%",
Reno County,"63,101","34,118
54.07%","30,618
48.52%",
Republic County,"4,686","2,527
53.93%","2,349
50.13%",
Rice County,"9,762","4,704
48.19%","4,159
42.60%",
Riley County,"75,296","32,990
43.81%","29,025
38.55%",
Rooks County,"5,118","2,562
50.06%","2,376
46.42%",
Rush County,"3,102","1,707
55.03%","1,529
49.29%",
Russell County,"6,977","3,275
46.94%","2,941
42.15%",
Saline County,"54,977","30,688
55.82%","27,230
49.53%",
Scott County,"4,949","2,538
51.28%","2,306
46.60%",
Sedgwick County,"512,064","342,713
66.93%","278,280
54.34%",
Seward County,"22,692","13,497
59.48%","9,802
43.20%",
Shawnee County,"178,284","123,850
69.47%","108,341
60.77%",
Sheridan County,"2,506","989
39.47%","891
35.55%",
Sherman County,"5,966","2,864
48.01%","2,611
43.76%",
Smith County,"3,663","1,724
47.07%","1,600
43.68%",
Stafford County,"4,214","2,131
50.57%","1,924
45.66%",
Stanton County,"2,063","1,121
54.34%","1,022
49.54%",
Stevens County,"5,686","2,445
43.00%","2,127
37.41%",
Sumner County,"23,208","11,155
48.07%","9,881
42.58%",
Thomas County,"7,824","3,602
46.04%","3,217
41.12%",
Trego County,"2,858","1,161
40.62%","1,099
38.45%",
Wabaunsee County,"6,888","3,567
51.79%","3,294
47.82%",
Wallace County,"1,575","593
37.65%","567
36.00%",
Washington County,"5,525","3,158
57.16%","2,910
52.67%",
Wichita County,"2,143","1,145
53.43%","1,084
50.58%",
Wilson County,"8,780","4,124
46.97%","3,729
42.47%",
Woodson County,"3,170","1,492
47.07%","1,318
41.58%",
Wyandotte County,"164,345","115,355
70.19%","94,607
57.57%",
Adair County,"19,241","8,489
44.12%","7,534
39.16%",Kentucky
Allen County,"20,794","9,402
45.21%","8,424
40.51%",
Anderson County,"22,214","14,503
65.29%","12,543
56.46%",
Ballard County,"8,090","3,329
41.15%","3,017
37.29%",
Barren County,"43,680","22,807
52.21%","20,322
46.52%",
Bath County,"12,268","7,453
60.75%","6,726
54.83%",
Bell County,"27,188","13,637
50.16%","11,872
43.67%",
Boone County,"129,095","94,579
73.26%","82,862
64.19%",
Bourbon County,"20,144","13,174
65.40%","11,460
56.89%",
Boyd County,"48,091","26,327
54.74%","22,856
47.53%",
Boyle County,"29,913","19,557
65.38%","17,043
56.98%",
Bracken County,"8,306","4,281
51.54%","3,915
47.13%",
Breathitt County,"13,116","7,483
57.05%","6,640
50.63%",
Breckinridge County,"20,080","11,678
58.16%","10,025
49.93%",
Bullitt County,"79,466","41,805
52.61%","36,949
46.50%",
Butler County,"12,745","6,396
50.18%","5,830
45.74%",
Caldwell County,"12,727","7,472
58.71%","6,645
52.21%",
Calloway County,"38,776","20,584
53.08%","17,722
45.70%",
Campbell County,"92,267","68,758
74.52%","59,434
64.42%",
Carlisle County,"4,841","2,133
44.06%","1,943
40.14%",
Carroll County,"10,711","5,624
52.51%","4,944
46.16%",
Carter County,"27,290","14,902
54.61%","13,146
48.17%",
Casey County,"15,796","6,591
41.73%","5,837
36.95%",
Christian County,"72,263","29,569
40.92%","25,469
35.24%",
Clark County,"35,872","22,466
62.63%","19,721
54.98%",
Clay County,"20,621","9,958
48.29%","8,816
42.75%",
Clinton County,"10,211","4,802
47.03%","4,149
40.63%",
Crittenden County,"9,083","4,005
44.09%","3,602
39.66%",
Cumberland County,"6,713","3,215
47.89%","2,944
43.86%",
Daviess County,"99,937","60,892
60.93%","54,913
54.95%",
Edmonson County,"12,122","4,648
38.34%","4,194
34.60%",
Elliott County,"7,517","2,951
39.26%","2,672
35.55%",
Estill County,"14,313","8,074
56.41%","7,296
50.97%",
Fayette County,"318,734","251,843
79.01%","214,434
67.28%",
Fleming County,"14,479","8,263
57.07%","7,521
51.94%",
Floyd County,"36,926","22,548
61.06%","20,282
54.93%",
Franklin County,"50,296","34,967
69.52%","31,148
61.93%",
Fulton County,"6,210","4,159
66.97%","3,494
56.26%",
Gallatin County,"8,703","3,977
45.70%","3,649
41.93%",
Garrard County,"17,328","9,528
54.99%","8,507
49.09%",
Grant County,"24,915","13,371
53.67%","12,240
49.13%",
Graves County,"37,294","19,157
51.37%","16,917
45.36%",
Grayson County,"26,178","15,049
57.49%","13,521
51.65%",
Green County,"11,023","5,199
47.17%","4,773
43.30%",
Greenup County,"35,765","21,376
59.77%","18,227
50.96%",
Hancock County,"8,719","5,829
66.85%","5,135
58.89%",
Hardin County,"108,095","83,349
77.11%","69,469
64.27%",
Harlan County,"27,134","13,533
49.87%","12,023
44.31%",
Harrison County,"18,668","10,484
56.16%","9,442
50.58%",
Hart County,"18,627","7,571
40.65%","6,771
36.35%",
Henderson County,"46,137","26,470
57.37%","22,953
49.75%",
Henry County,"15,814","9,765
61.75%","8,656
54.74%",
Hickman County,"4,568","1,811
39.65%","1,636
35.81%",
Hopkins County,"45,664","25,428
55.69%","23,034
50.44%",
Jackson County,"13,373","5,420
40.53%","4,872
36.43%",
Jefferson County,"767,154","571,922
74.55%","488,252
63.64%",
Jessamine County,"52,422","33,477
63.86%","29,020
55.36%",
Johnson County,"22,843","12,570
55.03%","11,141
48.77%",
Kenton County,"164,688","115,271
69.99%","100,638
61.11%",
Knott County,"15,513","7,824
50.44%","7,075
45.61%",
Knox County,"31,467","12,586
40.00%","11,325
35.99%",
Larue County,"14,156","6,858
48.45%","6,286
44.41%",
Laurel County,"60,180","27,469
45.64%","24,557
40.81%",
Lawrence County,"15,783","8,371
53.04%","7,385
46.79%",
Lee County,"6,751","4,008
59.37%","3,684
54.57%",
Leslie County,"10,472","5,820
55.58%","5,137
49.05%",
Letcher County,"22,676","12,441
54.86%","11,430
50.41%",
Lewis County,"13,490","5,829
43.21%","5,173
38.35%",
Lincoln County,"24,458","11,177
45.70%","10,013
40.94%",
Livingston County,"9,263","5,091
54.96%","4,529
48.89%",
Logan County,"26,849","15,563
57.96%","13,747
51.20%",
Lyon County,"8,186","5,358
65.45%","4,784
58.44%",
McCracken County,"65,284","41,782
64.00%","36,389
55.74%",
McCreary County,"17,635","7,554
42.84%","6,734
38.19%",
McLean County,"9,331","5,103
54.69%","4,696
50.33%",
Madison County,"89,700","50,100
55.85%","44,448
49.55%",
Magoffin County,"12,666","6,944
54.82%","6,213
49.05%",
Marion County,"19,232","10,766
55.98%","9,699
50.43%",
Marshall County,"31,166","18,836
60.44%","16,640
53.39%",
Martin County,"11,919","6,772
56.82%","6,044
50.71%",
Mason County,"17,153","9,693
56.51%","8,672
50.56%",
Meade County,"28,326","12,893
45.52%","11,149
39.36%",
Menifee County,"6,405","3,214
50.18%","2,877
44.92%",
Mercer County,"21,516","13,357
62.08%","11,906
55.34%",
Metcalfe County,"10,004","4,463
44.61%","4,078
40.76%",
Monroe County,"10,634","5,438
51.14%","4,905
46.13%",
Montgomery County,"27,759","14,642
52.75%","13,074
47.10%",
Morgan County,"13,285","7,050
53.07%","6,406
48.22%",
Muhlenberg County,"31,081","17,270
55.56%","15,583
50.14%",
Nelson County,"45,388","27,366
60.29%","23,989
52.85%",
Nicholas County,"7,100","4,176
58.82%","3,849
54.21%",
Ohio County,"24,071","10,702
44.46%","9,512
39.52%",
Oldham County,"65,374","43,035
65.83%","38,200
58.43%",
Owen County,"10,741","4,537
42.24%","4,108
38.25%",
Owsley County,"4,463","2,281
51.11%","2,094
46.92%",
Pendleton County,"14,520","7,004
48.24%","6,425
44.25%",
Perry County,"26,917","18,106
67.27%","15,984
59.38%",
Pike County,"60,483","34,109
56.39%","30,502
50.43%",
Powell County,"12,321","7,287
59.14%","6,497
52.73%",
Pulaski County,"64,145","34,010
53.02%","29,939
46.67%",
Robertson County,"2,143","862
40.22%","811
37.84%",
Rockcastle County,"16,827","7,518
44.68%","6,735
40.02%",
Rowan County,"24,499","14,161
57.80%","12,727
51.95%",
Russell County,"17,760","9,107
51.28%","8,193
46.13%",
Scott County,"53,517","36,136
67.52%","31,679
59.19%",
Shelby County,"46,786","26,077
55.74%","22,909
48.97%",
Simpson County,"18,063","10,661
59.02%","9,351
51.77%",
Spencer County,"18,246","6,648
36.44%","5,795
31.76%",
Taylor County,"25,500","14,009
54.94%","12,365
48.49%",
Todd County,"12,350","5,929
48.01%","5,179
41.94%",
Trigg County,"14,344","7,742
53.97%","6,859
47.82%",
Trimble County,"8,637","4,324
50.06%","3,697
42.80%",
Union County,"14,802","6,823
46.10%","6,033
40.76%",
Warren County,"126,427","58,526
46.29%","51,219
40.51%",
Washington County,"12,019","6,940
57.74%","6,140
51.09%",
Wayne County,"20,609","9,741
47.27%","8,503
41.26%",
Webster County,"13,155","6,732
51.17%","5,931
45.09%",
Whitley County,"36,089","17,953
49.75%","16,030
44.42%",
Wolfe County,"7,223","4,280
59.26%","3,847
53.26%",
Woodford County,"26,097","20,316
77.85%","17,619
67.51%",
Acadia Parish,"62,568","26,742
42.74%","24,334
38.89%",Louisiana
Allen Parish,"25,661","8,675
33.81%","7,798
30.39%",
Ascension Parish,"121,176","71,179
58.74%","65,511
54.06%",
Assumption Parish,"22,714","11,497
50.62%","10,445
45.98%",
Avoyelles Parish,"40,882","21,650
52.96%","19,258
47.11%",
Beauregard Parish,"36,769","14,139
38.45%","12,362
33.62%",
Bienville Parish,"13,668","6,338
46.37%","5,713
41.80%",
Bossier Parish,"126,131","63,495
50.34%","56,386
44.70%",
Caddo Parish,"248,361","129,554
52.16%","114,428
46.07%",
Calcasieu Parish,"200,182","94,936
47.42%","84,016
41.97%",
Caldwell Parish,"9,996","4,122
41.24%","3,758
37.60%",
Cameron Parish,"6,868","2,548
37.10%","2,318
33.75%",
Catahoula Parish,"9,893","4,065
41.09%","3,667
37.07%",
Claiborne Parish,"16,153","7,398
45.80%","6,813
42.18%",
Concordia Parish,"20,021","9,990
49.90%","8,794
43.92%",
De Soto Parish,"27,216","12,651
46.48%","11,441
42.04%",
East Baton Rouge Parish,"444,094","273,297
61.54%","246,840
55.58%",
East Carroll Parish,"7,225","3,565
49.34%","3,190
44.15%",
East Feliciana Parish,"19,499","12,697
65.12%","11,657
59.78%",
Evangeline Parish,"33,636","17,136
50.95%","15,690
46.65%",
Franklin Parish,"20,322","8,710
42.86%","7,810
38.43%",
Grant Parish,"22,348","8,168
36.55%","7,419
33.20%",
Iberia Parish,"72,691","36,831
50.67%","33,001
45.40%",
Iberville Parish,"32,956","19,125
58.03%","17,442
52.93%",
Jackson Parish,"15,926","7,953
49.94%","7,303
45.86%",
Jefferson Parish,"435,300","314,145
72.17%","283,245
65.07%",
Jefferson Davis Parish,"31,467","14,121
44.88%","12,842
40.81%",
Lafayette Parish,"240,091","135,978
56.64%","123,655
51.50%",
Lafourche Parish,"98,214","52,721
53.68%","48,108
48.98%",
LaSalle Parish,"14,949","7,184
48.06%","6,630
44.35%",
Lincoln Parish,"47,356","22,523
47.56%","20,018
42.27%",
Livingston Parish,"138,111","63,616
46.06%","57,420
41.58%",
Madison Parish,"11,472","5,639
49.15%","4,997
43.56%",
Morehouse Parish,"25,992","13,085
50.34%","11,484
44.18%",
Natchitoches Parish,"38,963","18,707
48.01%","17,089
43.86%",
Orleans Parish,"389,648","302,863
77.73%","267,749
68.72%",
Ouachita Parish,"156,075","78,442
50.26%","69,995
44.85%",
Plaquemines Parish,"23,373","14,688
62.84%","13,232
56.61%",
Pointe Coupee Parish,"22,158","14,337
64.70%","13,093
59.09%",
Rapides Parish,"131,546","73,042
55.53%","64,791
49.25%",
Red River Parish,"8,618","3,450
40.03%","3,098
35.95%",
Richland Parish,"20,474","9,663
47.20%","8,827
43.11%",
Sabine Parish,"24,088","10,423
43.27%","9,143
37.96%",
St. Bernard Parish,"45,694","25,823
56.51%","23,105
50.56%",
St. Charles Parish,"52,724","33,836
64.18%","30,896
58.60%",
St. Helena Parish,"10,411","5,798
55.69%","5,244
50.37%",
St. James Parish,"21,357","12,704
59.48%","11,531
53.99%",
St. John the Baptist Parish,"43,446","28,738
66.15%","25,699
59.15%",
St. Landry Parish,"83,449","46,308
55.49%","41,952
50.27%",
St. Martin Parish,"53,752","27,374
50.93%","24,928
46.38%",
St. Mary Parish,"51,734","25,576
49.44%","22,872
44.21%",
St. Tammany Parish,"252,093","157,576
62.51%","144,784
57.43%",
Tangipahoa Parish,"130,504","67,111
51.42%","60,278
46.19%",
Tensas Parish,"4,666","2,357
50.51%","2,137
45.80%",
Terrebonne Parish,"112,587","55,261
49.08%","48,987
43.51%",
Union Parish,"22,475","11,064
49.23%","9,988
44.44%",
Vermilion Parish,"59,867","26,944
45.01%","24,470
40.87%",
Vernon Parish,"51,007","19,832
38.88%","17,533
34.37%",
Washington Parish,"46,457","22,799
49.08%","20,617
44.38%",
Webster Parish,"39,631","18,636
47.02%","16,799
42.39%",
West Baton Rouge Parish,"25,860","16,246
62.82%","14,855
57.44%",
West Carroll Parish,"11,180","4,686
41.91%","4,283
38.31%",
West Feliciana Parish,"15,377","10,845
70.53%","10,185
66.24%",
Winn Parish,"14,494","7,203
49.70%","6,608
45.59%",
Androscoggin County,"107,444","84,132
78.30%","75,567
70.33%",Maine
Aroostook County,"68,269","50,032
73.29%","46,156
67.61%",
Cumberland County,"290,944","288,279
99.08%","257,639
88.55%",
Franklin County,"30,019","21,559
71.82%","19,254
64.14%",
Hancock County,"54,541","47,186
86.51%","42,003
77.01%",
Kennebec County,"121,545","98,578
81.10%","87,440
71.94%",
Knox County,"39,823","36,807
92.43%","33,224
83.43%",
Lincoln County,"34,067","30,759
90.29%","27,853
81.76%",
Oxford County,"57,325","45,278
78.98%","39,332
68.61%",
Penobscot County,"151,748","120,115
79.15%","107,793
71.03%",
Piscataquis County,"16,887","11,238
66.55%","10,352
61.30%",
Sagadahoc County,"35,277","31,019
87.93%","28,498
80.78%",
Somerset County,"50,710","34,150
67.34%","31,059
61.25%",
Waldo County,"39,418","31,680
80.37%","28,220
71.59%",
Washington County,"31,694","25,361
80.02%","22,491
70.96%",
York County,"203,102","189,793
93.45%","163,692
80.60%",
Allegany County,"71,977","38,232
53.12%","35,316
49.07%",Maryland
Anne Arundel County,"567,696","438,761
77.29%","403,110
71.01%",
Baltimore County,"827,625","628,828
75.98%","584,851
70.67%",
Calvert County,"91,082","67,670
74.30%","62,046
68.12%",
Caroline County,"32,875","19,691
59.90%","18,449
56.12%",
Carroll County,"167,522","123,398
73.66%","115,756
69.10%",
Cecil County,"102,517","58,337
56.90%","53,249
51.94%",
Charles County,"157,671","113,810
72.18%","102,711
65.14%",
Dorchester County,"32,261","19,773
61.29%","18,421
57.10%",
Frederick County,"248,472","209,079
84.15%","193,540
77.89%",
Garrett County,"29,376","14,884
50.67%","13,524
46.04%",
Harford County,"251,025","183,005
72.90%","170,766
68.03%",
Howard County,"315,327","289,689
91.87%","267,983
84.99%",
Kent County,"19,593","13,230
67.52%","12,169
62.11%",
Montgomery County,"1,040,133","928,606
89.28%","833,373
80.12%",
Prince George's County,"906,202","675,535
74.55%","594,210
65.57%",
Queen Anne's County,"49,355","35,613
72.16%","32,951
66.76%",
St. Mary's County,"111,531","74,373
66.68%","68,398
61.33%",
Somerset County,"25,737","13,635
52.98%","12,521
48.65%",
Talbot County,"37,211","28,630
76.94%","26,336
70.77%",
Washington County,"149,811","91,598
61.14%","84,672
56.52%",
Wicomico County,"102,172","60,671
59.38%","55,773
54.59%",
Worcester County,"51,564","38,962
75.56%","35,651
69.14%",
Baltimore city,"614,700","401,732
65.35%","363,066
59.06%",
Barnstable County,"213,690",,,Massachusetts
Berkshire County,"127,328","90,522
71.09%","72,621
57.03%",
Bristol County,"558,905","454,123
81.25%","368,826
65.99%",
Dukes County,"17,313",,,
Essex County,"781,024","705,083
90.28%","580,175
74.28%",
Franklin County,"70,935","59,369
83.69%","47,583
67.08%",
Hampden County,"469,116","375,052
79.95%","304,508
64.91%",
Hampshire County,"161,159","130,149
80.76%","106,633
66.17%",
Middlesex County,"1,595,192","1,546,779
96.97%","1,273,715
79.85%",
Nantucket County,"11,101",,,
Norfolk County,"698,249","660,991
94.66%","555,383
79.54%",
Plymouth County,"512,135","436,375
85.21%","362,788
70.84%",
Suffolk County,"791,766","727,043
91.83%","586,559
74.08%",
Worcester County,"822,280","715,907
87.06%","577,317
70.21%",
Alcona County,"10,364","6,302
60.81%","5,984
57.74%",Michigan
Alger County,"9,194","6,105
66.40%","5,657
61.53%",
Allegan County,"115,250","68,097
59.09%","63,221
54.86%",
Alpena County,"28,612","16,549
57.84%","15,667
54.76%",
Antrim County,"23,177","14,603
63.01%","13,484
58.18%",
Arenac County,"15,165","8,215
54.17%","7,609
50.17%",
Baraga County,"8,507","4,069
47.83%","3,845
45.20%",
Barry County,"60,057","32,834
54.67%","30,767
51.23%",
Bay County,"104,786","63,411
60.51%","58,513
55.84%",
Benzie County,"17,552","12,121
69.06%","11,337
64.59%",
